2.2157;2.0268;3.9700;;
2.5352;1.8201;4.0800;;
3.4984;1.5949;4.0700;;
4.7694;2.7379;4.1700;;
6.1401;2.6112;4.5600;;
5.4581;3.3261;4.9100;;
5.0733;3.9423;5.4100;;
4.8279;3.4362;5.5600;;
4.6470;1.6720;4.8200;;
3.6499;2.0379;3.9900;;
3.4305;3.8764;3.8900;;
3.1653;4.4828;4.1700;;
4.1297;4.5154;4.7900;;
4.7606;4.2820;5.9800;;
4.4456;4.0156;5.9400;;
3.8654;5.7758;5.9200;;
4.3964;4.2136;6.5700;;
3.7155;5.2224;8.3300;;
3.3570;5.7356;8.9800;;
1.9592;5.2538;8.9400;;
0.8499;5.7321;8.5700;;
0.1147;5.6884;7.8800;;
0.1053;3.3340;6.7000;;
-1.8034;5.3801;5.5700;;
-0.0145;6.2618;3.8600;;
-0.2775;5.3684;4.5600;;
-0.3222;4.1350;5.4700;;
-0.8478;3.3765;4.7500;;
0.1001;6.3829;3.5400;;
1.5692;2.4688;4.3000;;
1.6571;3.8048;4.7400;;
2.4646;5.1867;5.1400;;
4.0301;4.7284;6.5400;;
4.2601;6.2286;7.8200;;
2.8082;7.8596;10.5600;;
2.8177;8.2023;10.0000;;
1.0571;7.8188;9.3200;;
0.3841;9.8590;11.2500;;
-1.5183;12.0976;12.0900;;
-2.8335;12.3116;9.3500;;
-4.9360;9.3799;6.3000;;
-5.0171;6.1294;5.4200;;
-4.2072;7.3198;6.1600;;
-3.6828;6.8292;5.4100;;
-2.2446;4.2175;4.8300;;
-2.2746;4.1228;5.2000;;
-2.5501;5.2656;5.2800;;
-2.5977;7.2735;4.8700;;
-2.2666;6.5972;4.6600;;
-1.1798;5.7364;5.1600;;
-0.3023;5.0114;5.8200;;
-1.1889;8.9765;6.5100;;
-1.7647;6.0885;6.7600;;
1.0829;7.5349;7.2800;;
1.0915;6.8534;8.1000;;
1.4734;8.6793;9.5800;;
0.7639;7.3460;10.0700;;
0.0311;10.0332;10.1800;;
-0.0571;8.8129;10.9500;;
-0.5495;8.2208;13.5800;;
-0.8829;8.5908;15.0500;;
-3.4946;9.0655;12.6900;;
-4.1760;9.5274;9.8400;;
-2.8583;11.5246;15.8500;;
-1.3456;10.3589;16.5700;;
-2.6677;7.7238;17.7800;;
-2.1434;7.3933;17.5800;;
-3.9656;7.7073;13.5900;;
-6.3756;5.7117;14.2300;;
-6.5698;4.9086;14.5100;;
-7.6835;5.8804;11.0100;;
-8.3436;4.5242;9.2900;;
-7.7723;3.2673;8.6500;;
-6.2392;2.7390;8.8000;;
-5.0299;4.2520;9.4600;;
-3.7272;2.9724;9.4300;;
-2.5195;4.3282;9.6900;;
-1.5557;3.4042;10.5600;;
-1.3699;3.2865;11.3900;;
-1.3832;2.7098;9.2700;;
-1.2215;4.6829;8.4800;;
-1.1540;2.4955;7.9200;;
-0.4632;2.3446;7.9000;;
-0.5708;2.3310;8.1000;;
-0.5003;1.9659;7.8300;;
-0.8921;1.6143;6.9200;;
-0.7349;1.6217;6.2100;;
-1.0548;2.2389;6.2700;;
-1.1813;2.9397;6.2200;;
-0.8753;2.7048;6.6500;;
-0.7725;2.9397;6.8400;;
0.0712;3.3540;6.9200;;
-0.1523;3.1774;6.6600;;
0.3846;3.9250;7.1600;;
0.1898;4.7972;7.9800;;
0.7398;3.2425;8.4700;;
0.9808;4.4653;9.4400;;
1.0031;4.2019;9.7300;;
0.9922;2.9317;9.0800;;
0.4523;2.8157;8.6100;;
0.7976;4.4851;8.2500;;
0.4446;4.1973;8.2400;;
-0.2626;3.6160;8.1600;;
-1.8418;3.0589;7.7400;;
-3.0251;4.0486;6.4300;;
-2.9456;2.7663;5.8600;;
-3.1546;2.9669;5.6400;;
-3.4043;2.1808;4.8200;;
-2.9112;1.7324;4.0200;;
-2.5037;2.5724;3.7700;;
-2.2280;1.9153;3.2600;;
-1.9288;2.7339;3.0400;;
-2.4563;2.2923;3.0400;;
-2.5810;2.4553;3.0000;;
-2.8162;2.4346;3.0600;;
-2.2142;2.1003;2.9900;;
-1.9606;1.9557;3.2100;;
-1.3254;2.0072;3.9400;;
-1.4627;2.1847;4.4900;;
-1.0639;2.2222;5.1700;;
-1.4621;2.3138;5.8100;;
-1.8607;1.7690;6.0200;;
-1.7632;1.9176;5.8000;;
-1.8197;1.9890;5.7200;;
-1.9419;2.1824;5.3600;;
-0.9915;1.5279;5.2400;;
-0.8592;1.1320;5.3100;;
-0.6032;2.0451;5.2800;;
-0.6455;2.5087;5.2800;;
0.0438;1.0850;5.5200;;
0.4926;1.4396;5.5300;;
0.4394;1.3311;5.5100;;
0.5871;0.6540;5.5200;;
0.7040;0.8423;5.5000;;
1.1468;1.5064;5.5300;;
1.9105;1.2503;4.8600;;
1.9717;1.6083;4.7300;;
1.9397;1.3327;4.7500;;
2.3297;1.4750;5.0900;;
3.1656;1.8484;5.3100;;
2.5689;3.0636;5.6800;;
3.5384;2.2863;6.2700;;
2.7616;2.6276;6.5200;;
2.3867;2.1793;6.4700;;
1.1933;2.5963;5.5900;;
0.8222;2.8054;4.3300;;
-0.3725;1.3302;3.5000;;
-1.0040;1.2152;2.1300;;
-0.9182;1.2643;1.7300;;
-1.2186;1.5329;1.7500;;
-1.5660;1.8040;1.7400;;
-2.3218;2.2104;1.4400;;
-2.5964;2.4881;1.2500;;
-2.3951;1.2166;1.2500;;
-1.4313;2.2627;1.0200;;
-0.9866;1.9976;1.0000;;
-1.0353;3.4872;1.0000;;
-0.8917;3.3593;1.0100;;
-0.6184;2.5952;1.4300;;
-0.3686;2.9208;1.9500;;
0.1249;3.6685;2.4700;;
0.0804;2.8104;2.9400;;
0.3055;3.8793;3.4600;;
0.2703;3.1579;3.9800;;
0.8831;3.1112;4.4600;;
0.5959;3.2705;4.9100;;
0.0849;2.7943;5.2500;;
0.2626;1.4100;5.2500;;
-0.2726;4.5492;5.2600;;
-0.1185;2.2452;5.2500;;
-0.0535;1.3900;5.0700;;
-0.2837;1.7878;4.5000;;
-1.5336;2.2565;3.1800;;
-1.5939;1.9510;2.0900;;
-2.6193;2.7557;1.9400;;
